carat,cut,color,clarity,price,x,y,z,volume
2.3,Very Good,I,SI2,14603,8.51,8.56,5.17,376.61
1.95,Very Good,H,SI1,14603,7.86,7.94,4.97,310.17
1.7,Ideal,H,VVS1,14603,7.63,7.69,4.7,275.77
2.04,Premium,I,SI2,14605,8.3,8.23,4.94,337.45
1.7,Premium,F,SI1,14611,7.61,7.56,4.73,272.12
0.31,Ideal,F,VS1,642,4.36,4.39,2.69,51.49
0.31,Ideal,F,VS1,642,4.38,4.4,2.68,51.65
0.3,Very Good,F,VS2,642,4.27,4.24,2.69,48.7
0.31,Ideal,G,VS1,642,4.35,4.4,2.67,51.1
0.33,Very Good,G,VS1,643,4.46,4.49,2.73,54.67
0.37,Ideal,D,SI1,643,4.62,4.65,2.87,61.66
0.33,Good,F,VS2,643,4.49,4.54,2.68,54.63
0.36,Premium,D,SI2,643,4.52,4.49,2.84,57.64
0.34,Ideal,I,VS1,643,4.51,4.49,2.79,56.5
0.3,Very Good,G,VS2,644,4.22,4.17,2.66,46.81
0.38,Very Good,F,SI2,644,4.7,4.75,2.84,63.4
0.4,Very Good,E,SI2,644,4.65,4.69,2.9,63.24
0.32,Very Good,D,SI1,644,4.5,4.53,2.71,55.24
0.4,Ideal,E,SI2,644,4.68,4.71,2.94,64.81
0.36,Ideal,F,SI1,644,4.69,4.72,2.81,62.2
0.4,Fair,D,SI1,644,4.63,4.68,3.03,65.66
0.33,Ideal,E,SI1,644,4.53,4.49,2.69,54.71
0.35,Very Good,D,SI1,644,4.46,4.52,2.83,57.05
0.35,Premium,D,SI1,644,4.54,4.58,2.78,57.81
0.35,Premium,D,SI1,644,4.54,4.56,2.81,58.17
0.34,Good,D,VS2,644,4.4,4.43,2.81,54.77
0.35,Ideal,D,SI1,644,4.56,4.59,2.78,58.19
0.35,Very Good,D,SI1,644,4.56,4.61,2.76,58.02
0.35,Ideal,D,SI1,644,4.53,4.56,2.8,57.84
0.35,Ideal,D,SI1,644,4.54,4.55,2.8,57.84
0.35,Premium,D,SI1,644,4.51,4.54,2.81,57.54
0.35,Very Good,D,SI1,644,4.56,4.59,2.75,57.56
0.35,Ideal,D,SI1,644,4.53,4.57,2.76,57.14
0.35,Ideal,D,SI1,644,4.49,4.51,2.82,57.1
0.35,Ideal,D,SI1,644,4.5,4.52,2.81,57.16
2.11,Premium,I,SI2,14615,8.43,8.39,4.91,347.27
1.51,Ideal,G,VVS2,14616,7.29,7.35,4.56,244.33
1.35,Ideal,G,IF,14616,7.07,7.11,4.41,221.68
1.5,Ideal,E,VS2,14618,7.22,7.25,4.59,240.26
2.02,Very Good,I,VS2,14620,8.21,8.29,4.85,330.1
1.7,Ideal,E,SI1,14623,7.71,7.74,4.64,276.89
1.58,Ideal,G,VS1,14624,7.48,7.54,4.6,259.44
2.17,Very Good,H,SI2,14625,8.48,8.53,5.0,361.67
1.04,Ideal,D,IF,14626,6.52,6.49,4.02,170.11
2.06,Premium,E,SI2,14634,8.42,8.35,4.93,346.61
2.01,Very Good,I,SI2,14637,8.19,8.26,4.98,336.89
2.03,Ideal,G,SI1,14637,8.1,8.05,5.01,326.68
2.22,Ideal,G,SI2,14637,8.35,8.29,5.21,360.64
2.11,Ideal,J,VS2,14638,8.33,8.3,5.09,351.92
1.5,Very Good,E,VS2,14639,7.27,7.32,4.53,241.07
2.03,Fair,H,SI1,14646,7.91,7.88,5.16,321.63
2.03,Very Good,E,SI2,14646,8.01,7.99,5.05,323.2
2.38,Premium,G,SI2,14648,8.59,8.47,5.32,387.07
1.54,Ideal,G,VS1,14650,7.4,7.45,4.6,253.6
2.5,Fair,J,SI2,14652,8.36,8.22,5.55,381.39
1.51,Good,F,VVS2,14654,7.18,7.24,4.59,238.6
1.51,Good,G,IF,14654,7.18,7.24,4.53,235.48
2.53,Premium,H,SI2,14659,8.66,8.55,5.39,399.09
2.04,Premium,J,VS1,14660,8.11,8.06,5.06,330.75
2.04,Premium,I,SI2,14660,8.26,8.19,4.96,335.54
2.22,Premium,I,VS2,14662,8.41,8.37,5.08,357.59
1.26,Premium,D,VVS2,14663,6.99,7.03,4.24,208.35
2.32,Premium,J,SI2,14666,8.47,8.43,5.28,377.0
2.32,Premium,J,SI2,14666,8.69,8.64,5.11,383.67
1.11,Ideal,D,VVS1,14667,6.7,6.68,4.12,184.39
1.51,Very Good,F,VS1,14673,7.34,7.43,4.4,239.96
1.51,Ideal,G,VS1,14674,7.37,7.34,4.55,246.14
1.51,Ideal,G,VS1,14674,7.41,7.38,4.52,247.18
1.51,Ideal,G,VS1,14674,7.37,7.34,4.53,245.05
1.51,Premium,G,VS1,14674,7.35,7.29,4.55,243.8
1.5,Premium,D,VS2,14675,7.32,7.25,4.55,241.47
1.52,Very Good,D,VS2,14680,7.32,7.24,4.61,244.32
1.51,Premium,F,VS2,14683,7.32,7.35,4.52,243.19
2.03,Fair,G,SI2,14687,7.85,7.99,5.14,322.39
2.2,Ideal,G,SI2,14691,8.54,8.49,5.1,369.77
2.16,Ideal,J,SI1,14691,8.2,8.24,5.18,350.0
1.52,Ideal,G,VS2,14692,7.39,7.47,4.56,251.73
1.52,Very Good,D,VS2,14698,7.31,7.35,4.54,243.93
1.53,Premium,G,VS1,14699,7.39,7.3,4.6,248.16
2.09,Very Good,I,SI2,14704,8.09,8.13,5.11,336.09
1.51,Good,E,VS2,14709,7.22,7.28,4.54,238.63
1.51,Very Good,E,VS2,14709,7.26,7.36,4.56,243.66
1.51,Premium,E,VS2,14709,7.36,7.4,4.59,249.99
1.51,Premium,E,VS2,14709,7.37,7.46,4.5,247.41
2.33,Premium,J,SI1,14711,8.7,8.65,5.2,391.33
2.02,Very Good,I,SI2,14715,8.12,8.06,5.01,327.89
2.16,Very Good,J,SI1,14715,8.29,8.31,5.1,351.34
2.54,Premium,H,SI2,14717,8.8,8.7,5.36,410.36
1.5,Premium,F,VS2,14719,7.34,7.32,4.51,242.32
2.03,Good,H,SI2,14720,8.16,8.21,4.88,326.93
1.66,Ideal,H,IF,14724,7.59,7.62,4.68,270.67
2.01,Very Good,H,SI1,14725,7.96,7.88,5.03,315.51
2.01,Ideal,H,SI1,14725,8.11,8.08,5.03,329.61
2.43,Premium,I,SI2,14727,8.59,8.53,5.33,390.54
1.71,Premium,H,VVS2,14731,7.67,7.77,4.74,282.48
2.23,Very Good,J,VS2,14732,8.36,8.39,5.11,358.42
1.51,Ideal,G,VS1,14733,7.4,7.48,4.52,250.19
2.18,Very Good,I,SI2,14735,8.31,8.37,5.12,356.12
1.24,Ideal,D,VVS2,14737,6.88,6.94,4.25,202.93
2.11,Very Good,I,SI1,14740,8.17,8.27,5.13,346.61
2.3,Ideal,G,SI2,14744,8.51,8.48,5.22,376.7
2.01,Good,G,SI2,14745,7.92,7.99,5.01,317.04
1.5,Premium,E,VS2,14745,7.38,7.31,4.55,245.46
1.82,Premium,H,VS2,14749,7.78,7.74,4.78,287.84
2.06,Fair,J,VS1,14750,7.91,8.04,5.15,327.52
1.51,Ideal,G,VVS2,14750,7.35,7.29,4.56,244.33
2.01,Premium,I,SI1,14752,8.21,8.15,4.92,329.2
1.5,Ideal,F,VS2,14759,7.27,7.34,4.57,243.86
2.0,Premium,I,VS2,14763,8.28,8.19,4.82,326.86
2.0,Very Good,E,SI2,14763,7.97,7.92,5.04,318.14
2.02,Ideal,J,VS2,14766,8.11,8.14,5.02,331.4
2.01,Very Good,H,SI2,14768,7.94,8.03,5.01,319.43
1.51,Premium,D,VS2,14773,7.43,7.33,4.44,241.81
2.04,Premium,I,SI1,14775,8.42,8.32,4.92,344.67
2.55,Good,H,SI2,14775,8.66,8.57,5.49,407.45
1.74,Ideal,F,SI1,14775,7.68,7.64,4.78,280.47
2.25,Very Good,H,SI2,14775,8.49,8.38,5.16,367.11
2.04,Ideal,I,SI1,14775,8.09,8.02,5.06,328.3
1.62,Ideal,G,VS2,14777,7.53,7.57,4.66,265.63
1.51,Ideal,G,VS1,14779,7.37,7.44,4.5,246.75
1.52,Ideal,G,VS1,14787,7.39,7.43,4.53,248.73
1.7,Good,G,VS1,14787,7.46,7.5,4.78,267.44
1.5,Premium,E,VS2,14790,7.31,7.38,4.54,244.92
2.02,Premium,F,SI2,14790,8.15,8.05,4.98,326.73
2.01,Very Good,I,VS1,14792,8.03,7.93,5.07,322.85
2.02,Very Good,H,SI2,14795,8.23,8.2,4.82,325.28
2.01,Fair,G,SI2,14799,7.77,7.87,4.99,305.14
2.33,Very Good,J,VS2,14801,8.41,8.56,5.24,377.23
2.14,Ideal,J,VS2,14802,8.28,8.31,5.15,354.36
2.06,Premium,I,SI2,14803,8.22,8.11,5.05,336.65
2.04,Very Good,H,SI2,14810,8.14,8.23,4.98,333.62
2.01,Very Good,I,SI1,14811,7.99,8.04,5.03,323.13
2.01,Very Good,J,VS1,14812,8.06,8.14,4.96,325.42
2.01,Very Good,E,SI2,14813,8.05,8.07,4.93,320.27
1.8,Ideal,F,SI1,14814,7.78,7.87,4.84,296.35
1.51,Premium,F,VS2,14817,7.35,7.32,4.52,243.19
2.19,Very Good,I,SI1,14819,8.24,8.33,5.19,356.24
2.16,Very Good,H,SI2,14824,8.19,8.31,5.14,349.82
1.62,Premium,F,VS2,14826,7.56,7.57,4.62,264.4
2.31,Very Good,J,VS2,14830,8.53,8.59,5.11,374.42
1.61,Premium,F,VS2,14833,7.54,7.47,4.62,260.22
2.01,Ideal,H,SI1,14837,8.11,8.06,4.97,324.87
2.37,Premium,I,VS2,14837,8.7,8.6,5.33,398.79
2.09,Ideal,I,SI2,14838,8.13,8.09,5.11,336.09
1.21,Premium,D,VVS2,14841,6.9,6.89,4.21,200.15
1.5,Very Good,G,VVS1,14842,7.19,7.27,4.58,239.4
1.32,Very Good,F,IF,14842,6.97,7.01,4.36,213.03
1.51,Ideal,E,VS2,14844,7.31,7.24,4.57,241.86
1.51,Premium,E,VS2,14844,7.46,7.37,4.5,247.41
1.51,Premium,E,VS2,14844,7.28,7.22,4.54,238.63
1.51,Premium,E,VS2,14844,7.4,7.36,4.59,249.99
1.18,Ideal,E,IF,14847,6.78,6.91,4.18,195.83
1.41,Good,E,VVS2,14853,7.21,7.37,4.37,232.21
1.58,Premium,G,VVS2,14855,7.5,7.4,4.65,258.08
2.07,Ideal,I,SI1,14857,8.12,8.23,5.0,334.14
1.66,Ideal,H,IF,14859,7.62,7.59,4.68,270.67
1.7,Fair,G,VS2,14860,7.51,7.43,4.82,268.95
2.06,Premium,H,SI1,14863,8.11,8.07,5.05,330.51
1.71,Premium,H,VVS2,14866,7.77,7.67,4.74,282.48
2.23,Premium,J,VS2,14867,8.39,8.36,5.11,358.42
2.18,Ideal,I,SI2,14870,8.37,8.31,5.12,356.12
1.71,Premium,E,SI1,14882,7.76,7.8,4.6,278.43
2.04,Premium,H,SI1,14888,8.4,8.27,4.83,335.53
2.0,Good,I,VS2,14889,7.93,7.98,5.05,319.57
1.51,Ideal,E,VS2,14889,7.37,7.47,4.54,249.94
1.51,Very Good,E,VS2,14889,7.51,7.57,4.53,257.53
1.72,Premium,F,SI1,14892,7.68,7.65,4.75,279.07
1.71,Very Good,H,VVS2,14893,7.59,7.65,4.66,270.58
2.04,Premium,G,SI2,14900,8.14,8.06,5.03,330.01
1.79,Premium,H,VS1,14904,7.81,7.76,4.87,295.15
1.51,Very Good,E,VS1,14904,7.24,7.16,4.55,235.86
1.52,Ideal,F,VS2,14915,7.42,7.31,4.6,249.5
2.0,Premium,G,SI1,14918,8.19,8.13,4.84,322.27
2.0,Premium,G,SI1,14918,6.16,6.15,4.82,182.6
1.5,Premium,F,VS1,14918,7.31,7.26,4.56,242.0
2.06,Good,I,SI1,14920,8.39,8.13,4.89,333.55
1.5,Premium,E,VS2,14925,7.38,7.31,4.54,244.92
1.53,Very Good,E,VS1,14931,7.38,7.52,4.52,250.85
2.08,Premium,J,VS2,14933,8.29,8.23,4.98,339.77
2.07,Ideal,H,SI1,14935,8.38,8.3,5.05,351.25
1.41,Very Good,G,VVS1,14936,7.22,7.25,4.43,231.89
2.04,Good,F,SI2,14936,8.04,7.98,5.13,329.14
2.27,Premium,I,SI2,14937,8.45,8.39,5.26,372.91
1.51,Very Good,G,VVS2,14938,7.33,7.38,4.61,249.38
2.01,Premium,G,SI2,14939,8.27,8.22,4.9,333.1
2.04,Premium,H,SI2,14945,8.23,8.14,4.98,333.62
2.08,Premium,I,SI2,14947,8.18,8.13,5.08,337.84
2.01,Premium,E,SI2,14948,8.07,8.05,4.93,320.27
2.01,Fair,E,SI2,14948,7.99,7.92,4.94,312.61
1.82,Premium,H,SI1,14949,7.81,7.77,4.83,293.1
1.26,Premium,E,VVS1,14952,6.99,7.08,4.21,208.35
2.01,Good,H,SI2,14956,8.05,8.1,5.03,327.98
1.56,Ideal,G,VS1,14957,7.46,7.51,4.59,257.15
1.8,Ideal,I,VS1,14959,7.77,7.8,4.86,294.55
1.62,Premium,F,VS2,14961,7.57,7.56,4.62,264.4
1.8,Ideal,H,VS1,14968,7.76,7.79,4.84,292.58
2.01,Good,H,SI1,14968,7.98,8.01,5.02,320.88
2.47,Premium,I,SI2,14970,8.65,8.6,5.39,400.96
2.0,Good,J,VS1,14973,8.01,8.08,5.02,324.9
2.05,Premium,J,VS1,14973,8.09,8.14,5.07,333.87
2.43,Fair,G,SI2,14975,8.41,8.36,5.41,380.36
1.51,Very Good,F,VS1,14976,7.25,7.29,4.55,240.48
1.51,Ideal,G,VVS2,14982,7.31,7.36,4.53,243.72
2.06,Premium,I,SI2,14982,8.24,8.21,5.02,339.61
2.06,Premium,I,SI2,14982,8.32,8.26,4.98,342.24
2.01,Ideal,H,SI2,14998,8.04,8.07,5.04,327.01
2.01,Good,I,SI1,14998,8.24,8.31,4.84,331.42
1.6,Ideal,G,VS2,15000,7.53,7.47,4.64,261.0
1.54,Premium,E,VS2,15002,7.31,7.39,4.58,247.42
1.19,Ideal,F,VVS1,15005,6.82,6.84,4.2,195.92
2.1,Premium,I,SI1,15007,8.25,8.21,5.06,342.73
1.69,Ideal,D,SI1,15011,7.69,7.71,4.68,277.48
1.5,Very Good,G,VVS2,15013,7.22,7.32,4.57,241.53
1.73,Very Good,G,VS1,15014,7.57,7.72,4.8,280.51
2.02,Premium,G,SI2,15014,8.05,7.95,5.03,321.91
2.05,Very Good,F,SI2,15017,8.13,8.18,5.05,335.84
1.5,Very Good,F,VS1,15022,7.35,7.43,4.55,248.48
1.82,Very Good,G,SI1,15025,7.68,7.75,4.84,288.08
2.0,Very Good,I,VS2,15025,7.98,7.93,5.05,319.57
1.51,Ideal,E,VS2,15025,7.47,7.37,4.54,249.94
1.51,Premium,E,VS2,15025,7.57,7.51,4.53,257.53
1.24,Ideal,F,VVS1,15026,6.94,6.98,4.26,206.36
2.48,Fair,I,SI2,15030,8.88,8.64,4.99,382.85
2.8,Premium,I,SI2,15030,9.03,8.98,5.5,445.99
1.33,Ideal,F,VVS2,15031,7.02,7.07,4.36,216.39
2.19,Premium,I,SI2,15032,8.34,8.38,5.08,355.04
1.83,Ideal,H,SI1,15032,7.87,7.81,4.82,296.26
2.09,Premium,J,VS1,15035,8.22,8.31,5.06,345.64
2.1,Ideal,H,SI1,15035,8.3,8.19,5.09,346.0
2.07,Ideal,H,SI2,15036,8.1,8.14,5.06,333.63
2.01,Very Good,G,SI1,15038,7.98,7.89,5.04,317.33
2.0,Ideal,I,SI1,15043,8.04,7.95,5.02,320.87
2.06,Good,I,VS2,15046,8.34,8.14,4.97,337.4
2.22,Very Good,I,SI2,15047,8.2,8.24,5.17,349.33
1.5,Premium,D,VS2,15052,7.48,7.36,4.47,246.09
2.0,Very Good,I,SI1,15053,8.12,8.17,4.87,323.08
2.07,Premium,I,SI2,15055,8.32,8.27,5.02,345.41
1.54,Ideal,G,VVS2,15059,7.3,7.36,4.58,246.07
2.2,Premium,J,VS1,15064,8.3,8.34,5.13,355.11
2.02,Very Good,H,SI2,15064,7.97,8.04,4.99,319.75
2.08,Ideal,H,SI2,15065,8.26,8.2,5.06,342.72
2.08,Premium,I,SI1,15065,8.26,8.22,4.97,337.45
2.05,Premium,J,VS1,15067,8.25,8.19,4.94,333.78
2.0,Good,I,SI1,15072,7.93,7.97,5.01,316.64
2.33,Ideal,I,VS2,15073,8.52,8.47,5.31,383.19
2.0,Very Good,J,VVS2,15076,7.97,8.0,5.03,320.71
1.53,Very Good,F,VS1,15079,7.48,7.51,4.52,253.91
1.01,Good,D,IF,15081,6.34,6.38,4.02,162.61
1.01,Good,D,IF,15081,6.26,6.39,4.01,160.41
2.0,Very Good,I,SI1,15081,7.95,8.08,5.05,324.39
1.98,Very Good,I,VS2,15083,7.9,7.96,4.98,313.16
2.03,Very Good,I,VS1,15086,8.01,7.98,5.05,322.79
1.66,Good,G,VS2,15091,7.49,7.61,4.77,271.88
2.2,Ideal,I,VS1,15092,8.41,8.37,5.15,362.52
2.04,Very Good,G,SI2,15092,8.04,8.11,4.96,323.41
2.0,Ideal,I,SI2,15092,8.0,8.13,4.98,323.9
2.01,Good,E,SI1,15093,8.0,7.96,5.09,324.13
2.03,Premium,I,SI1,15095,8.23,8.21,4.92,332.44
2.0,Premium,H,SI1,15096,8.05,7.94,4.96,317.03
2.12,Premium,I,SI2,15097,8.27,8.3,5.02,344.58
1.7,Premium,D,SI1,15100,7.61,7.64,4.72,274.42
1.5,Premium,D,VS2,15102,7.3,7.37,4.53,243.72
1.7,Very Good,G,VS1,15102,7.64,7.53,4.82,277.29
2.01,Premium,G,SI1,15105,8.15,8.09,5.02,330.99
1.8,Ideal,H,VS1,15105,7.79,7.76,4.84,292.58
2.05,Premium,J,VS1,15109,8.14,8.09,5.07,333.87
1.51,Very Good,G,VVS2,15110,7.26,7.3,4.56,241.67
2.13,Premium,J,VS2,15110,8.43,8.37,5.01,353.5
1.59,Premium,E,VS2,15111,7.38,7.43,4.61,252.78
2.01,Ideal,I,SI1,15116,8.12,8.06,5.03,329.2
1.51,Ideal,G,VVS2,15118,7.36,7.31,4.53,243.72
2.07,Good,I,VS2,15119,8.07,8.0,5.15,332.48
2.35,Very Good,I,SI2,15122,8.72,8.77,5.12,391.55
2.16,Ideal,I,SI2,15124,8.29,8.33,5.14,354.95
2.01,Very Good,I,SI1,15126,8.14,8.21,4.93,329.47
2.08,Ideal,I,SI2,15132,8.16,8.22,5.1,342.08
1.4,Ideal,G,VVS1,15134,7.21,7.23,4.39,228.84
2.01,Premium,F,SI1,15134,7.99,7.89,5.0,315.21
1.53,Ideal,G,VVS2,15137,7.4,7.44,4.53,249.4
2.01,Very Good,I,SI1,15140,8.22,8.16,4.82,323.3
2.01,Ideal,I,SI1,15140,8.08,8.01,5.03,325.55
2.03,Ideal,H,SI2,15143,8.1,8.15,5.02,331.4
1.57,Ideal,G,VVS2,15144,7.48,7.41,4.64,257.18
2.01,Very Good,I,SI1,15145,7.89,7.94,5.07,317.62
2.01,Good,I,VS2,15147,7.82,7.89,5.01,309.12
2.01,Premium,G,SI2,15147,8.04,7.97,4.99,319.75
2.53,Premium,H,SI2,15148,8.82,8.76,5.37,414.9
1.73,Premium,G,VS1,15151,7.72,7.57,4.8,280.51
1.51,Fair,D,VS2,15152,7.17,7.08,4.7,238.59
1.5,Premium,F,VS1,15153,7.28,7.33,4.55,242.8
2.03,Very Good,I,SI1,15153,8.02,8.06,5.06,327.08
1.82,Premium,G,SI1,15162,7.75,7.68,4.84,288.08
1.51,Ideal,G,VVS2,15164,7.42,7.45,4.5,248.76
1.51,Premium,G,VVS2,15164,7.38,7.42,4.51,246.97
1.48,Good,G,IF,15164,7.54,7.34,4.45,246.28
2.16,Very Good,G,SI2,15166,8.2,8.25,5.14,347.72
2.19,Premium,I,SI2,15169,8.38,8.34,5.08,355.04
2.19,Premium,I,SI2,15169,8.31,8.26,5.18,355.56
2.09,Ideal,J,VS1,15172,8.31,8.22,5.06,345.64
2.1,Premium,G,SI2,15175,8.2,8.16,5.12,342.59
1.54,Premium,E,VS2,15178,7.33,7.37,4.61,249.04
2.22,Premium,I,SI2,15184,8.24,8.2,5.17,349.33
1.54,Premium,E,VS2,15185,7.39,7.44,4.51,247.97
2.01,Premium,J,VS1,15185,8.25,8.18,4.94,333.38
1.2,Ideal,E,VVS1,15185,6.83,6.91,4.13,194.92
2.01,Very Good,F,SI2,15188,8.17,8.13,5.02,333.44
1.62,Premium,G,VS1,15188,7.74,7.68,4.58,272.25
1.74,Ideal,I,VS1,15189,7.69,7.73,4.77,283.55
1.09,Ideal,E,IF,15193,6.68,6.72,4.03,180.91
1.72,Ideal,H,VS2,15197,7.7,7.75,4.78,285.25
1.54,Ideal,G,VVS2,15197,7.36,7.3,4.58,246.07
2.11,Premium,D,SI2,15198,8.45,8.41,4.95,351.77
2.2,Premium,J,VS1,15201,8.34,8.3,5.13,355.11
1.66,Ideal,H,VS1,15210,7.6,7.66,4.69,273.03
1.66,Ideal,H,VS1,15210,7.61,7.67,4.74,276.67
2.0,Premium,J,VVS2,15214,8.0,7.97,5.03,320.71
1.53,Premium,F,VS1,15217,7.51,7.48,4.52,253.91
2.04,Premium,G,SI1,15217,8.3,8.15,4.96,335.52
2.0,Ideal,I,SI1,15218,8.08,7.95,5.05,324.39
1.01,Very Good,D,IF,15219,6.39,6.26,4.01,160.41
1.54,Very Good,G,VVS2,15225,7.5,7.53,4.59,259.22
1.51,Ideal,F,VS2,15226,7.39,7.36,4.54,246.93
1.66,Very Good,G,VS2,15229,7.61,7.49,4.77,271.88
1.02,Premium,D,IF,15231,6.45,6.52,3.99,167.8
2.02,Ideal,J,VS1,15231,8.06,8.1,5.0,326.43
2.56,Good,J,SI2,15231,8.62,8.57,5.47,404.09
2.12,Premium,I,SI2,15235,8.3,8.27,5.02,344.58
2.2,Premium,I,SI2,15238,8.22,8.19,5.17,348.05
1.7,Premium,D,SI1,15238,7.64,7.61,4.72,274.42
1.52,Ideal,E,VS2,15239,7.34,7.38,4.58,248.09
0.35,Ideal,D,SI1,644,4.52,4.56,2.83,58.33
0.35,Ideal,D,SI1,644,4.51,4.54,2.82,57.74
0.35,Ideal,D,SI1,644,4.49,4.53,2.78,56.54
0.35,Premium,D,SI1,644,4.52,4.55,2.76,56.76
0.35,Good,D,SI1,644,4.51,4.53,2.86,58.43
0.38,Very Good,H,VS2,645,4.66,4.67,2.86,62.24
0.3,Very Good,D,VS1,645,4.27,4.33,2.71,50.11
0.36,Ideal,I,VVS1,645,4.61,4.63,2.84,60.62
0.38,Ideal,J,VS1,645,4.66,4.7,2.9,63.52
0.31,Ideal,G,VS1,645,4.39,4.42,2.68,52.0
0.31,Ideal,G,VS1,645,4.39,4.42,2.7,52.39
0.34,Premium,F,VS2,645,4.6,4.55,2.66,55.67
0.32,Ideal,F,VS2,645,4.37,4.4,2.73,52.49
0.32,Ideal,F,VS2,645,4.41,4.44,2.74,53.65
0.32,Ideal,G,VS1,645,4.38,4.42,2.71,52.46
0.32,Ideal,G,VS1,645,4.37,4.41,2.72,52.42
0.32,Ideal,G,VS1,645,4.4,4.43,2.7,52.63
0.32,Very Good,F,VS2,645,4.34,4.38,2.74,52.09
0.32,Very Good,G,VS1,645,4.39,4.42,2.7,52.39
0.32,Ideal,F,VS2,645,4.38,4.41,2.75,53.12
0.32,Ideal,G,VS1,645,4.42,4.44,2.71,53.18
0.32,Ideal,G,VS1,645,4.37,4.4,2.69,51.72
0.32,Ideal,F,VS2,645,4.37,4.4,2.69,51.72
0.32,Premium,G,VS1,645,4.45,4.47,2.64,52.51
0.32,Very Good,H,VVS2,645,4.41,4.44,2.7,52.87
0.32,Ideal,F,VS2,645,4.35,4.38,2.71,51.63
0.32,Premium,G,VS1,645,4.38,4.41,2.71,52.35
0.32,Good,F,VS2,645,4.34,4.37,2.77,52.54
0.32,Very Good,H,VVS2,645,4.42,4.44,2.73,53.58
0.32,Ideal,F,VS2,645,4.41,4.43,2.71,52.94
1.5,Premium,D,VS2,15240,7.37,7.3,4.53,243.72
1.91,Very Good,G,SI1,15241,7.9,7.86,4.97,308.61
2.07,Very Good,I,SI2,15245,8.2,8.1,5.14,341.4
2.5,Ideal,J,SI2,15246,8.56,8.5,5.45,396.54
1.62,Ideal,G,VS1,15246,7.44,7.51,4.69,262.05
1.36,Ideal,F,VVS1,15247,7.13,7.23,4.4,226.82
1.26,Ideal,F,VVS1,15247,6.96,6.98,4.26,206.95
2.41,Premium,H,SI2,15248,8.85,8.76,5.17,400.81
2.0,Very Good,I,SI1,15249,8.24,8.28,4.83,329.54
1.59,Premium,E,VS2,15249,7.43,7.38,4.61,252.78
1.52,Ideal,D,VS2,15252,7.41,7.32,4.59,248.97
1.51,Premium,F,VS2,15253,7.52,7.45,4.42,247.63
2.19,Ideal,I,SI2,15254,8.31,8.24,5.18,354.7
2.01,Good,E,SI2,15255,7.89,8.01,5.02,317.26
1.75,Very Good,E,SI1,15255,7.74,7.82,4.69,283.87
2.0,Ideal,I,SI1,15258,8.04,7.95,5.02,320.87
2.13,Ideal,J,VS2,15258,8.23,8.29,5.13,350.0
1.7,Very Good,G,VS2,15259,7.6,7.67,4.78,278.64
2.02,Good,F,SI2,15261,8.06,8.02,4.98,321.91
1.52,Very Good,G,VVS2,15265,7.25,7.29,4.57,241.54
2.03,Ideal,I,SI1,15272,8.07,8.14,5.01,329.11
1.53,Ideal,G,VVS2,15275,7.4,7.42,4.55,249.83
1.77,Premium,E,VS2,15278,7.78,7.71,4.77,286.12
1.51,Very Good,G,VVS1,15281,7.3,7.33,4.55,243.47
1.65,Ideal,G,VS1,15281,7.56,7.6,4.72,271.19
2.11,Ideal,I,SI1,15282,8.23,8.18,5.09,342.67
2.11,Fair,I,SI1,15282,7.86,7.8,5.26,322.48
2.25,Good,J,SI1,15287,8.29,8.35,5.19,359.26
2.13,Ideal,H,SI2,15288,8.21,8.25,5.09,344.76
2.03,Ideal,I,SI1,15291,8.06,8.02,5.06,327.08
2.05,Premium,G,SI1,15291,8.2,8.16,5.04,337.24
1.5,Premium,F,VS1,15291,7.33,7.28,4.55,242.8
1.55,Ideal,E,VS2,15293,7.39,7.45,4.59,252.7
1.57,Ideal,G,VS1,15301,7.53,7.6,4.63,264.97
1.51,Premium,G,VVS2,15303,7.42,7.38,4.51,246.97
1.51,Ideal,G,VVS2,15303,7.45,7.42,4.5,248.76
1.02,Very Good,D,IF,15306,6.36,6.46,4.02,165.16
2.04,Ideal,I,SI1,15308,8.3,8.26,4.97,340.73
1.68,Very Good,F,VS2,15309,7.63,7.7,4.68,274.95
2.0,Very Good,H,SI2,15312,8.15,8.2,4.88,326.13
2.0,Premium,H,SI2,15312,8.07,8.11,4.91,321.35
2.24,Ideal,J,VS2,15316,8.41,8.36,5.18,364.19
1.54,Premium,E,VS2,15316,7.37,7.33,4.61,249.04
1.62,Ideal,G,VS2,15318,7.57,7.58,4.68,268.54
2.41,Premium,J,VS1,15320,8.66,8.6,5.27,392.49
2.08,Premium,I,SI2,15321,8.24,8.16,5.02,337.54
2.03,Premium,G,SI1,15322,8.14,8.09,5.02,330.58
2.31,Premium,J,SI1,15323,8.58,8.51,5.22,381.14
1.54,Premium,E,VS2,15323,7.44,7.39,4.51,247.97
2.51,Ideal,H,SI1,15324,8.65,8.61,5.43,404.41
2.0,Fair,E,SI1,15330,7.7,7.8,5.09,305.71
1.56,Very Good,G,VVS1,15334,7.48,7.57,4.49,254.24
2.02,Very Good,D,SI2,15334,8.19,8.25,4.98,336.49
2.01,Very Good,I,VS1,15335,7.94,8.07,4.92,315.25
1.5,Premium,F,VS1,15338,7.41,7.49,4.44,246.42
2.03,Good,I,SI1,15339,8.04,7.93,5.01,319.42
2.09,Premium,I,SI1,15339,8.28,8.24,5.02,342.5
1.52,Ideal,E,VS2,15348,7.32,7.42,4.6,249.85
